,name,works,prompt copy,,名前,作品,
1girl,abigail williams \(swimsuit foreigner\) \(first ascension\) \(fate\),fate/grand order,"(1girl,abigail williams \(swimsuit foreigner\) \(first ascension\) \(fate\),fate/grand order),",,アビゲイル・ウィリアムズ \(水着外国人\) \(初昇天\) \(fate\),Fate/Grand Order,
1girl,abigail williams \(swimsuit foreigner\) \(second ascension\) \(fate\),fate/grand order,"(1girl,abigail williams \(swimsuit foreigner\) \(second ascension\) \(fate\),fate/grand order),",,アビゲイル・ウィリアムズ \(水着外国人\) \(再臨\) \(fate\),Fate/Grand Order,
1girl,abigail williams \(swimsuit foreigner\) \(third ascension\) \(fate\),fate/grand order,"(1girl,abigail williams \(swimsuit foreigner\) \(third ascension\) \(fate\),fate/grand order),",,アビゲイル・ウィリアムズ \(水着の外国人\) \(第三の再臨\) \(fate\),Fate/Grand Order,
1girl,abigail williams \(third ascension\) \(fate\),fate/grand order,"(1girl,abigail williams \(third ascension\) \(fate\),fate/grand order),",,アビゲイル・ウィリアムズ \(第三の再臨\) \(fate\),Fate/Grand Order,
1girl,abigail williams \(traveling outfit\) \(fate\),fate/grand order,"(1girl,abigail williams \(traveling outfit\) \(fate\),fate/grand order),",,アビゲイル・ウィリアムズ \(旅の服装\) \(fate\),Fate/Grand Order,
1boy,agravain \(fate\),fate/grand order,"(1boy,agravain \(fate\),fate/grand order),",,アグラヴェイン \(fate\),Fate/Grand Order,
1girl,akuta hinako,fate/grand order,"(1girl,akuta hinako,fate/grand order),",,芥日菜子,Fate/Grand Order,
1boy,alexander \(fate\),fate/grand order,"(1boy,alexander \(fate\),fate/grand order),",,アレクサンダー \(fate\),Fate/Grand Order,
1girl,altera \(fate\),fate/grand order,"(1girl,altera \(fate\),fate/grand order),",,アルテラ \(fate\),Fate/Grand Order,
1girl,altera the santa \(fate\),fate/grand order,"(1girl,altera the santa \(fate\),fate/grand order),",,アルテラ ザ サンタ \(fate\),Fate/Grand Order,
1boy,amakusa shirou \(fate\),fate/grand order,"(1boy,amakusa shirou \(fate\),fate/grand order),",,天草四郎 \(fate\),Fate/Grand Order,
1girl,anastasia \(fate\),fate/grand order,"(1girl,anastasia \(fate\),fate/grand order),",,アナスタシア \(fate\),Fate/Grand Order,
1girl,anastasia \(swimsuit archer\) \(fate\),fate/grand order,"(1girl,anastasia \(swimsuit archer\) \(fate\),fate/grand order),",,アナスタシア \(水着アーチャー\) \(fate\),Fate/Grand Order,
1girl,anastasia \(swimsuit archer\) \(third ascension\) \(fate\),fate/grand order,"(1girl,anastasia \(swimsuit archer\) \(third ascension\) \(fate\),fate/grand order),",,アナスタシア \(水着射手\) \(第三再臨\) \(fate\),Fate/Grand Order,
1girl,anne bonny \(fate\),fate/grand order,"(1girl,anne bonny \(fate\),fate/grand order),",,アン・ボニー \(fate\),Fate/Grand Order,
1girl,anne bonny \(swimsuit archer\) \(fate\),fate/grand order,"(1girl,anne bonny \(swimsuit archer\) \(fate\),fate/grand order),",,アン・ボニー \(水着射手\) \(fate\),Fate/Grand Order,
1boy,antonio salieri \(fate\),fate/grand order,"(1boy,antonio salieri \(fate\),fate/grand order),",,アントニオ・サリエリ \(fate\),Fate/Grand Order,
1boy,antonio salieri \(second ascension\) \(fate\),fate/grand order,"(1boy,antonio salieri \(second ascension\) \(fate\),fate/grand order),",,アントニオ・サリエリ \(再臨\) \(fate\),Fate/Grand Order,
1boy,arash \(fate\),fate/grand order,"(1boy,arash \(fate\),fate/grand order),",,アーラシュ \(fate\),Fate/Grand Order,
1girl,archetype earth,fate/grand order,"(1girl,archetype earth,fate/grand order),",,地球の原型,Fate/Grand Order,
1girl,arcueid brunestud,fate/grand order,"(1girl,arcueid brunestud,fate/grand order),",,アルクェイド・ブルネスタッド,Fate/Grand Order,
1boy,arjuna \(fate\),fate/grand order,"(1boy,arjuna \(fate\),fate/grand order),",,アルジュナ \(fate\),Fate/Grand Order,
1boy,arjuna alter \(fate\),fate/grand order,"(1boy,arjuna alter \(fate\),fate/grand order),",,アルジュナ・オルタ \(fate\),Fate/Grand Order,
1girl,artemis \(fate\),fate/grand order,"(1girl,artemis \(fate\),fate/grand order),",,アルテミス \(fate\),Fate/Grand Order,
1girl,artoria caster \(fate\),fate/grand order,"(1girl,artoria caster \(fate\),fate/grand order),",,アルトリアキャスター \(fate\),Fate/Grand Order,
1girl,artoria caster \(first ascension\) \(fate\),fate/grand order,"(1girl,artoria caster \(first ascension\) \(fate\),fate/grand order),",,アルトリアキャスター \(初再臨\) \(fate\),Fate/Grand Order,
1girl,artoria caster \(second ascension\) \(fate\),fate/grand order,"(1girl,artoria caster \(second ascension\) \(fate\),fate/grand order),",,アルトリアキャスター \(再臨\) \(fate\),Fate/Grand Order,
1girl,artoria caster \(swimsuit\) \(fate\),fate/grand order,"(1girl,artoria caster \(swimsuit\) \(fate\),fate/grand order),",,アルトリアキャスター \(水着\) \(Fate\),Fate/Grand Order,
1girl,artoria caster \(swimsuit\) \(first ascension\) \(fate\),fate/grand order,"(1girl,artoria caster \(swimsuit\) \(first ascension\) \(fate\),fate/grand order),",,アルトリアキャスター \(水着\) \(初再臨\) \(fate\),Fate/Grand Order,
1girl,artoria caster \(third ascension\) \(fate\),fate/grand order,"(1girl,artoria caster \(third ascension\) \(fate\),fate/grand order),",,アルトリアキャスター \(第三再臨\) \(fate\),Fate/Grand Order,
1girl,artoria pendragon \(alter swimsuit rider\) \(fate\),fate/grand order,"(1girl,artoria pendragon \(alter swimsuit rider\) \(fate\),fate/grand order),",,アルトリア・ペンドラゴン \(オルター水着ライダー\) \(fate\),Fate/Grand Order,
1girl,artoria pendragon \(alter swimsuit rider\) \(first ascension\) \(fate\),fate/grand order,"(1girl,artoria pendragon \(alter swimsuit rider\) \(first ascension\) \(fate\),fate/grand order),",,アルトリア・ペンドラゴン \(オルター水着ライダー\) \(初再臨\) \(fate\),Fate/Grand Order,
1girl,artoria pendragon \(alter swimsuit rider\) \(second ascension\) \(fate\),fate/grand order,"(1girl,artoria pendragon \(alter swimsuit rider\) \(second ascension\) \(fate\),fate/grand order),",,アルトリア・ペンドラゴン \(オルター水着ライダー\) \(再臨\) \(fate\),Fate/Grand Order,
1girl,artoria pendragon \(alter swimsuit rider\) \(third ascension\) \(fate\),fate/grand order,"(1girl,artoria pendragon \(alter swimsuit rider\) \(third ascension\) \(fate\),fate/grand order),",,アルトリア・ペンドラゴン \(オルター水着ライダー\) \(第三再臨\) \(fate\),Fate/Grand Order,
1girl,artoria pendragon \(lancer alter\) \(fate\),fate/grand order,"(1girl,artoria pendragon \(lancer alter\) \(fate\),fate/grand order),",,アルトリア・ペンドラゴン \(ランサー アルタ\) \(fate\),Fate/Grand Order,
1girl,artoria pendragon \(lancer alter\) \(royal icing\) \(fate\),fate/grand order,"(1girl,artoria pendragon \(lancer alter\) \(royal icing\) \(fate\),fate/grand order),",,アルトリア・ペンドラゴン \(ランサー・オルタ\) \(ロイヤル・アイシング\) \(フェイト\),Fate/Grand Order,
1girl,artoria pendragon \(lancer\) \(fate\),fate/grand order,"(1girl,artoria pendragon \(lancer\) \(fate\),fate/grand order),",,アルトリア・ペンドラゴン \(ランサー\) \(フェイト\),Fate/Grand Order,
1girl,artoria pendragon \(swimsuit archer\) \(fate\),fate/grand order,"(1girl,artoria pendragon \(swimsuit archer\) \(fate\),fate/grand order),",,アルトリア・ペンドラゴン \(水着アーチャー\) \(fate\),Fate/Grand Order,
1girl,artoria pendragon \(swimsuit archer\) \(first ascension\) \(fate\),fate/grand order,"(1girl,artoria pendragon \(swimsuit archer\) \(first ascension\) \(fate\),fate/grand order),",,アルトリア・ペンドラゴン \(水着アーチャー\) \(初再臨\) \(Fate\),Fate/Grand Order,
1boy,asclepius \(fate\),fate/grand order,"(1boy,asclepius \(fate\),fate/grand order),",,アスクレピオス \(fate\),Fate/Grand Order,
1boy,ashiya douman \(fate\),fate/grand order,"(1boy,ashiya douman \(fate\),fate/grand order),",,芦屋道満 \(fate\),Fate/Grand Order,
1boy,ashiya douman \(second ascension\) \(fate\),fate/grand order,"(1boy,ashiya douman \(second ascension\) \(fate\),fate/grand order),",,芦屋道満 \(再臨\) \(fate\),Fate/Grand Order,
1boy,ashiya douman \(third ascension\) \(fate\),fate/grand order,"(1boy,ashiya douman \(third ascension\) \(fate\),fate/grand order),",,芦屋道満 \(第三再臨\) \(fate\),Fate/Grand Order,
1boy,ashwatthama \(fate\),fate/grand order,"(1boy,ashwatthama \(fate\),fate/grand order),",,アシュワッタマ \(fate\),Fate/Grand Order,
1boy,asterios \(fate\),fate/grand order,"(1boy,asterios \(fate\),fate/grand order),",,アステリオス \(fate\),Fate/Grand Order,
1boy,astolfo \(saber\) \(fate\),fate/grand order,"(1boy,astolfo \(saber\) \(fate\),fate/grand order),",,アストルフォ \(セイバー\) \(フェイト\),Fate/Grand Order,
1boy,astolfo \(saber\) \(third ascension\) \(fate\),fate/grand order,"(1boy,astolfo \(saber\) \(third ascension\) \(fate\),fate/grand order),",,アストルフォ \(セイバー\) \(第三再臨\) \(fate\),Fate/Grand Order,
1girl,atalanta alter \(fate\),fate/grand order,"(1girl,atalanta alter \(fate\),fate/grand order),",,アタランタ オルタ \(fate\),Fate/Grand Order,
1boy,avicebron \(fate\),fate/grand order,"(1boy,avicebron \(fate\),fate/grand order),",,アヴィケブロン \(fate\),Fate/Grand Order,
1girl,baobhan sith \(fate\),fate/grand order,"(1girl,baobhan sith \(fate\),fate/grand order),",,バオハン・シス \(fate\),Fate/Grand Order,
1girl,baobhan sith \(first ascension\) \(fate\),fate/grand order,"(1girl,baobhan sith \(first ascension\) \(fate\),fate/grand order),",,バオハン・シス \(初昇天\) \(fate\),Fate/Grand Order,
1girl,baobhan sith \(second ascension\) \(fate\),fate/grand order,"(1girl,baobhan sith \(second ascension\) \(fate\),fate/grand order),",,バオハン・シス \(再臨\) \(fate\),Fate/Grand Order,
1girl,baobhan sith \(swimsuit pretender\) \(fate\),fate/grand order,"(1girl,baobhan sith \(swimsuit pretender\) \(fate\),fate/grand order),",,バオハン・シス \(水着のフリッター\) \(fate\),Fate/Grand Order,
1girl,baobhan sith \(swimsuit pretender\) \(first ascension\) \(fate\),fate/grand order,"(1girl,baobhan sith \(swimsuit pretender\) \(first ascension\) \(fate\),fate/grand order),",,バオハン・シス \(水着フリッター\) \(初昇天\) \(fate\),Fate/Grand Order,
1girl,barghest \(second ascension\) \(fate\),fate/grand order,"(1girl,barghest \(second ascension\) \(fate\),fate/grand order),",,最果ての \(再臨\) \(fate\),Fate/Grand Order,
1girl,barghest \(swimsuit archer\) \(fate\),fate/grand order,"(1girl,barghest \(swimsuit archer\) \(fate\),fate/grand order),",,バーゲスト \(水着射手\) \(fate\),Fate/Grand Order,
1boy,bartholomew roberts \(fate\),fate/grand order,"(1boy,bartholomew roberts \(fate\),fate/grand order),",,バーソロミュー・ロバーツ \(fate\),Fate/Grand Order,
1girl,bazett fraga mcremitz,fate/grand order,"(1girl,bazett fraga mcremitz,fate/grand order),",,バゼット・フラガ・マクレミッツ,Fate/Grand Order,
1girl,bb \(bb shot!\) \(fate\),fate/grand order,"(1girl,bb \(bb shot!\) \(fate\),fate/grand order),",,bb \(bb ショット!\) \(fate\),Fate/Grand Order,
1girl,bb \(swimsuit mooncancer\) \(fate\),fate/grand order,"(1girl,bb \(swimsuit mooncancer\) \(fate\),fate/grand order),",,bb \(水着ムーンキャンサー\) \(fate\),Fate/Grand Order,
1girl,bb \(swimsuit mooncancer\) \(first ascension\) \(fate\),fate/grand order,"(1girl,bb \(swimsuit mooncancer\) \(first ascension\) \(fate\),fate/grand order),",,bb \(水着ムーンキャンサー\) \(初昇天\) \(fate\),Fate/Grand Order,
1girl,bb \(swimsuit mooncancer\) \(second ascension\) \(fate\),fate/grand order,"(1girl,bb \(swimsuit mooncancer\) \(second ascension\) \(fate\),fate/grand order),",,bb \(水着ムーンキャンサー\) \(再臨\) \(fate\),Fate/Grand Order,
1girl,bb \(swimsuit mooncancer\) \(third ascension\) \(fate\),fate/grand order,"(1girl,bb \(swimsuit mooncancer\) \(third ascension\) \(fate\),fate/grand order),",,bb \(水着ムーンキャンサー\) \(第三再臨\) \(fate\),Fate/Grand Order,
1boy,bedivere \(fate\),fate/grand order,"(1boy,bedivere \(fate\),fate/grand order),",,ベディヴィエール \(fate\),Fate/Grand Order,
1girl,benienma \(fate\),fate/grand order,"(1girl,benienma \(fate\),fate/grand order),",,ベニエンマ \(fate\),Fate/Grand Order,
1boy,beowulf \(fate\),fate/grand order,"(1boy,beowulf \(fate\),fate/grand order),",,ベオウルフ \(fate\),Fate/Grand Order,
1boy,berserker \(fate/zero\),fate/grand order,"(1boy,berserker \(fate/zero\),fate/grand order),",,バーサーカー \(fate/zero\),Fate/Grand Order,
1boy,bhima \(fate\),fate/grand order,"(1boy,bhima \(fate\),fate/grand order),",,ビーマ \(fate\),Fate/Grand Order,
1boy,billy the kid \(fate\),fate/grand order,"(1boy,billy the kid \(fate\),fate/grand order),",,ビリー・ザ・キッド \(fate\),Fate/Grand Order,
1boy,blanca \(fate\),fate/grand order,"(1boy,blanca \(fate\),fate/grand order),",,ブランカ \(fate\),Fate/Grand Order,
1girl,boudica \(fate\),fate/grand order,"(1girl,boudica \(fate\),fate/grand order),",,ブーディカ \(fate\),Fate/Grand Order,
1girl,boudica \(third ascension\) \(fate\),fate/grand order,"(1girl,boudica \(third ascension\) \(fate\),fate/grand order),",,ブーディカ \(第三再臨\) \(fate\),Fate/Grand Order,
1girl,bradamante \(fate\),fate/grand order,"(1girl,bradamante \(fate\),fate/grand order),",,ブラダマンテ \(fate\),Fate/Grand Order,
1girl,bradamante \(first ascension\) \(fate\),fate/grand order,"(1girl,bradamante \(first ascension\) \(fate\),fate/grand order),",,ブラダマンテ \(初昇天\) \(fate\),Fate/Grand Order,
1girl,bradamante \(third ascension\) \(fate\),fate/grand order,"(1girl,bradamante \(third ascension\) \(fate\),fate/grand order),",,ブラダマンテ \(第三再臨\) \(fate\),Fate/Grand Order,
1girl,britomart \(fate\),fate/grand order,"(1girl,britomart \(fate\),fate/grand order),",,ブリトマート \(fate\),Fate/Grand Order,
1girl,brynhildr \(fate\),fate/grand order,"(1girl,brynhildr \(fate\),fate/grand order),",,ブリュンヒルデ \(fate\),Fate/Grand Order,
1girl,caenis \(fate\),fate/grand order,"(1girl,caenis \(fate\),fate/grand order),",,カイニス \(fate\),Fate/Grand Order,
